datetime,machineID,errorID
2015-04-17 06:00:00,2,Error Code 2: High Pressure
2015-04-17 06:00:00,2,Error Code 3: Excessive Vibration
2015-05-07 08:00:00,2,Error Code 2: High Pressure
2015-05-13 10:00:00,2,Error Code 1: Low Voltage
2015-05-30 20:00:00,2,Error Code 5: Low Pressure
2015-06-18 14:00:00,2,Error Code 5: Low Pressure
2015-07-18 06:00:00,2,Error Code 4: Invalid Rotation Angle
2015-07-20 10:00:00,2,Error Code 2: High Pressure
2015-07-23 02:00:00,2,Error Code 1: Low Voltage
2015-08-03 10:00:00,2,Error Code 1: Low Voltage
2015-08-18 22:00:00,2,Error Code 5: Low Pressure
2015-08-23 10:00:00,2,Error Code 2: High Pressure
2015-08-28 08:00:00,2,Error Code 2: High Pressure
2015-09-16 13:00:00,2,Error Code 4: Invalid Rotation Angle
2015-09-19 21:00:00,2,Error Code 4: Invalid Rotation Angle
2015-09-23 19:00:00,2,Error Code 2: High Pressure
2015-11-08 21:00:00,2,Error Code 3: Excessive Vibration
2015-12-28 06:00:00,2,Error Code 2: High Pressure
2015-12-28 06:00:00,2,Error Code 3: Excessive Vibration
2015-01-06 06:00:00,3,Error Code 2: High Pressure
2015-01-06 06:00:00,3,Error Code 3: Excessive Vibration
2015-01-08 02:00:00,3,Error Code 1: Low Voltage
2015-01-11 05:00:00,3,Error Code 1: Low Voltage
2015-01-11 19:00:00,3,Error Code 3: Excessive Vibration
2015-01-28 17:00:00,3,Error Code 4: Invalid Rotation Angle
2015-02-05 06:00:00,3,Error Code 1: Low Voltage
2015-02-23 06:00:00,3,Error Code 4: Invalid Rotation Angle
2015-03-02 11:00:00,3,Error Code 4: Invalid Rotation Angle
2015-03-21 16:00:00,3,Error Code 3: Excessive Vibration
2015-04-06 16:00:00,3,Error Code 2: High Pressure
2015-04-09 09:00:00,3,Error Code 3: Excessive Vibration
2015-04-26 19:00:00,3,Error Code 2: High Pressure
2015-05-06 19:00:00,3,Error Code 4: Invalid Rotation Angle
2015-05-24 15:00:00,3,Error Code 2: High Pressure
2015-06-10 21:00:00,3,Error Code 4: Invalid Rotation Angle
2015-06-27 07:00:00,3,Error Code 1: Low Voltage
2015-07-09 21:00:00,3,Error Code 4: Invalid Rotation Angle
2015-07-18 19:00:00,3,Error Code 1: Low Voltage
2015-07-20 06:00:00,3,Error Code 2: High Pressure
2015-07-20 06:00:00,3,Error Code 3: Excessive Vibration
2015-07-25 23:00:00,3,Error Code 4: Invalid Rotation Angle
2015-07-29 17:00:00,3,Error Code 1: Low Voltage
2015-08-02 15:00:00,3,Error Code 1: Low Voltage
2015-08-07 04:00:00,3,Error Code 2: High Pressure
2015-09-08 04:00:00,3,Error Code 1: Low Voltage
2015-09-13 11:00:00,3,Error Code 1: Low Voltage
2015-09-18 10:00:00,3,Error Code 2: High Pressure
2015-10-01 02:00:00,3,Error Code 5: Low Pressure
2015-10-03 06:00:00,3,Error Code 2: High Pressure
2015-10-03 06:00:00,3,Error Code 3: Excessive Vibration
2015-10-23 14:00:00,3,Error Code 3: Excessive Vibration
2015-10-31 23:00:00,3,Error Code 2: High Pressure
2015-11-07 15:00:00,3,Error Code 4: Invalid Rotation Angle
2015-11-20 23:00:00,3,Error Code 1: Low Voltage
2015-12-02 06:00:00,3,Error Code 2: High Pressure
2015-12-02 06:00:00,3,Error Code 3: Excessive Vibration
2015-12-19 22:00:00,3,Error Code 5: Low Pressure
2015-12-25 12:00:00,3,Error Code 1: Low Voltage
2015-01-04 03:00:00,4,Error Code 3: Excessive Vibration
2015-01-06 01:00:00,4,Error Code 1: Low Voltage
2015-01-11 14:00:00,4,Error Code 3: Excessive Vibration
2015-01-13 18:00:00,4,Error Code 2: High Pressure
2015-01-14 21:00:00,4,Error Code 1: Low Voltage
2015-01-16 06:00:00,4,Error Code 2: High Pressure
2015-01-16 06:00:00,4,Error Code 3: Excessive Vibration
2015-02-12 15:00:00,4,Error Code 2: High Pressure
2015-02-15 06:00:00,4,Error Code 1: Low Voltage
2015-02-27 09:00:00,4,Error Code 1: Low Voltage
2015-03-19 05:00:00,4,Error Code 2: High Pressure
2015-03-22 22:00:00,4,Error Code 1: Low Voltage
2015-04-01 06:00:00,4,Error Code 2: High Pressure
2015-04-01 06:00:00,4,Error Code 3: Excessive Vibration
2015-04-06 14:00:00,4,Error Code 1: Low Voltage
2015-05-03 17:00:00,4,Error Code 2: High Pressure
2015-06-23 08:00:00,4,Error Code 2: High Pressure
2015-07-15 06:00:00,4,Error Code 2: High Pressure
2015-07-15 06:00:00,4,Error Code 3: Excessive Vibration
2015-07-24 05:00:00,4,Error Code 2: High Pressure
2015-07-27 17:00:00,4,Error Code 4: Invalid Rotation Angle
2015-08-10 06:00:00,4,Error Code 4: Invalid Rotation Angle
2015-08-29 06:00:00,4,Error Code 1: Low Voltage
2015-09-05 06:00:00,4,Error Code 2: High Pressure
2015-10-10 07:00:00,4,Error Code 1: Low Voltage
2015-10-13 06:00:00,4,Error Code 2: High Pressure
2015-10-13 06:00:00,4,Error Code 3: Excessive Vibration
2015-10-17 20:00:00,4,Error Code 1: Low Voltage
2015-10-28 16:00:00,4,Error Code 3: Excessive Vibration
2015-11-12 16:00:00,4,Error Code 3: Excessive Vibration
2015-12-04 06:00:00,4,Error Code 1: Low Voltage
2015-01-08 06:00:00,5,Error Code 2: High Pressure
2015-01-08 06:00:00,5,Error Code 3: Excessive Vibration
2015-01-31 19:00:00,5,Error Code 1: Low Voltage
2015-02-22 06:00:00,5,Error Code 1: Low Voltage
2015-02-24 14:00:00,5,Error Code 3: Excessive Vibration
2015-03-09 10:00:00,5,Error Code 2: High Pressure
2015-03-18 22:00:00,5,Error Code 1: Low Voltage
2015-03-21 15:00:00,5,Error Code 4: Invalid Rotation Angle
2015-03-21 16:00:00,5,Error Code 2: High Pressure
2015-04-06 02:00:00,5,Error Code 5: Low Pressure
2015-04-08 06:00:00,5,Error Code 1: Low Voltage
2015-05-08 15:00:00,5,Error Code 1: Low Voltage
2015-05-17 00:00:00,5,Error Code 1: Low Voltage
2015-06-01 22:00:00,5,Error Code 1: Low Voltage
2015-06-05 01:00:00,5,Error Code 4: Invalid Rotation Angle
2015-06-12 18:00:00,5,Error Code 3: Excessive Vibration
2015-06-22 06:00:00,5,Error Code 2: High Pressure
2015-06-22 06:00:00,5,Error Code 3: Excessive Vibration
2015-06-23 12:00:00,5,Error Code 3: Excessive Vibration
2015-07-12 22:00:00,5,Error Code 1: Low Voltage
2015-07-16 04:00:00,5,Error Code 3: Excessive Vibration
2015-07-26 08:00:00,5,Error Code 1: Low Voltage
2015-07-29 09:00:00,5,Error Code 4: Invalid Rotation Angle
2015-08-11 02:00:00,5,Error Code 4: Invalid Rotation Angle
2015-08-19 12:00:00,5,Error Code 2: High Pressure
2015-08-30 03:00:00,5,Error Code 2: High Pressure
2015-09-05 06:00:00,5,Error Code 1: Low Voltage
2015-09-06 06:00:00,5,Error Code 5: Low Pressure
2015-09-27 20:00:00,5,Error Code 1: Low Voltage
2015-10-05 06:00:00,5,Error Code 2: High Pressure
2015-10-05 06:00:00,5,Error Code 3: Excessive Vibration
2015-11-19 06:00:00,5,Error Code 1: Low Voltage
2015-12-04 02:00:00,5,Error Code 1: Low Voltage
2015-12-04 18:00:00,5,Error Code 5: Low Pressure
2015-12-15 16:00:00,5,Error Code 1: Low Voltage
2015-12-20 05:00:00,5,Error Code 4: Invalid Rotation Angle
2015-12-21 09:00:00,5,Error Code 4: Invalid Rotation Angle
2015-12-30 09:00:00,5,Error Code 2: High Pressure
2015-01-14 12:00:00,6,Error Code 2: High Pressure
2015-01-26 12:00:00,6,Error Code 1: Low Voltage
2015-02-03 22:00:00,6,Error Code 2: High Pressure
2015-03-29 20:00:00,6,Error Code 4: Invalid Rotation Angle
2015-04-05 21:00:00,6,Error Code 1: Low Voltage
2015-04-23 16:00:00,6,Error Code 3: Excessive Vibration
2015-04-25 16:00:00,6,Error Code 1: Low Voltage
2015-05-01 22:00:00,6,Error Code 2: High Pressure
2015-05-24 08:00:00,6,Error Code 5: Low Pressure
2015-06-01 01:00:00,6,Error Code 2: High Pressure
2015-06-03 07:00:00,6,Error Code 2: High Pressure
2015-08-11 04:00:00,6,Error Code 2: High Pressure
2015-08-20 06:00:00,6,Error Code 4: Invalid Rotation Angle
2015-09-14 10:00:00,6,Error Code 2: High Pressure
2015-09-18 20:00:00,6,Error Code 1: Low Voltage
2015-09-26 08:00:00,6,Error Code 2: High Pressure
2015-10-05 21:00:00,6,Error Code 1: Low Voltage
2015-10-15 16:00:00,6,Error Code 3: Excessive Vibration
2015-10-21 22:00:00,6,Error Code 1: Low Voltage
2015-10-23 19:00:00,6,Error Code 2: High Pressure
2015-11-13 03:00:00,6,Error Code 1: Low Voltage
2015-12-07 06:00:00,6,Error Code 4: Invalid Rotation Angle
2015-12-10 22:00:00,6,Error Code 3: Excessive Vibration
2015-01-17 20:00:00,7,Error Code 1: Low Voltage
2015-01-21 07:00:00,7,Error Code 3: Excessive Vibration
2015-01-23 06:00:00,7,Error Code 2: High Pressure
2015-01-23 06:00:00,7,Error Code 3: Excessive Vibration
2015-01-23 06:00:00,7,Error Code 5: Low Pressure
2015-02-07 06:00:00,7,Error Code 1: Low Voltage
2015-03-09 18:00:00,7,Error Code 4: Invalid Rotation Angle
2015-03-10 22:00:00,7,Error Code 2: High Pressure
2015-03-21 05:00:00,7,Error Code 3: Excessive Vibration
2015-03-27 22:00:00,7,Error Code 2: High Pressure
2015-04-12 08:00:00,7,Error Code 1: Low Voltage
2015-04-23 06:00:00,7,Error Code 1: Low Voltage
2015-04-23 09:00:00,7,Error Code 4: Invalid Rotation Angle
2015-05-08 06:00:00,7,Error Code 5: Low Pressure
2015-05-13 11:00:00,7,Error Code 2: High Pressure
2015-05-23 06:00:00,7,Error Code 2: High Pressure
2015-05-23 06:00:00,7,Error Code 3: Excessive Vibration
2015-06-24 08:00:00,7,Error Code 3: Excessive Vibration
2015-06-29 00:00:00,7,Error Code 1: Low Voltage
2015-07-07 06:00:00,7,Error Code 2: High Pressure
2015-07-07 06:00:00,7,Error Code 3: Excessive Vibration
2015-07-13 05:00:00,7,Error Code 2: High Pressure
2015-08-07 18:00:00,7,Error Code 2: High Pressure
2015-08-09 06:00:00,7,Error Code 3: Excessive Vibration
2015-08-11 12:00:00,7,Error Code 1: Low Voltage
2015-08-30 22:00:00,7,Error Code 4: Invalid Rotation Angle
2015-09-08 19:00:00,7,Error Code 2: High Pressure
2015-09-17 18:00:00,7,Error Code 1: Low Voltage
2015-09-20 06:00:00,7,Error Code 5: Low Pressure
2015-09-22 19:00:00,7,Error Code 2: High Pressure
2015-10-13 08:00:00,7,Error Code 4: Invalid Rotation Angle
2015-10-20 06:00:00,7,Error Code 2: High Pressure
2015-10-20 06:00:00,7,Error Code 3: Excessive Vibration
2015-10-31 10:00:00,7,Error Code 2: High Pressure
2015-11-18 14:00:00,7,Error Code 3: Excessive Vibration
2015-11-24 22:00:00,7,Error Code 3: Excessive Vibration
2015-12-09 11:00:00,7,Error Code 2: High Pressure
2015-12-16 13:00:00,7,Error Code 3: Excessive Vibration
2015-12-19 06:00:00,7,Error Code 1: Low Voltage
2015-01-05 05:00:00,8,Error Code 2: High Pressure
2015-01-07 07:00:00,8,Error Code 1: Low Voltage
2015-01-15 02:00:00,8,Error Code 1: Low Voltage
2015-02-03 06:00:00,8,Error Code 1: Low Voltage
2015-02-03 23:00:00,8,Error Code 4: Invalid Rotation Angle
2015-02-16 17:00:00,8,Error Code 3: Excessive Vibration
2015-02-20 23:00:00,8,Error Code 3: Excessive Vibration
2015-03-06 06:00:00,8,Error Code 2: High Pressure
2015-03-06 06:00:00,8,Error Code 3: Excessive Vibration
2015-03-21 06:00:00,8,Error Code 5: Low Pressure
2015-03-26 16:00:00,8,Error Code 2: High Pressure
2015-04-06 07:00:00,8,Error Code 2: High Pressure
2015-04-20 06:00:00,8,Error Code 2: High Pressure
2015-04-20 06:00:00,8,Error Code 3: Excessive Vibration
2015-04-30 22:00:00,8,Error Code 2: High Pressure
2015-05-08 08:00:00,8,Error Code 1: Low Voltage
2015-05-28 01:00:00,8,Error Code 2: High Pressure
2015-06-09 12:00:00,8,Error Code 3: Excessive Vibration
2015-06-28 20:00:00,8,Error Code 4: Invalid Rotation Angle
2015-07-02 10:00:00,8,Error Code 2: High Pressure
2015-07-04 17:00:00,8,Error Code 2: High Pressure
2015-08-03 06:00:00,8,Error Code 5: Low Pressure
2015-08-14 11:00:00,8,Error Code 3: Excessive Vibration
2015-08-24 09:00:00,8,Error Code 2: High Pressure
2015-09-18 11:00:00,8,Error Code 3: Excessive Vibration
2015-10-07 19:00:00,8,Error Code 4: Invalid Rotation Angle
2015-10-10 06:00:00,8,Error Code 4: Invalid Rotation Angle
2015-10-15 02:00:00,8,Error Code 3: Excessive Vibration
2015-10-17 06:00:00,8,Error Code 5: Low Pressure
2015-10-30 17:00:00,8,Error Code 5: Low Pressure
2015-11-03 08:00:00,8,Error Code 5: Low Pressure
2015-11-15 22:00:00,8,Error Code 2: High Pressure
2015-11-18 22:00:00,8,Error Code 3: Excessive Vibration
2015-11-19 10:00:00,8,Error Code 2: High Pressure
2015-12-15 03:00:00,8,Error Code 2: High Pressure
2015-12-16 19:00:00,8,Error Code 4: Invalid Rotation Angle
2015-12-19 11:00:00,8,Error Code 4: Invalid Rotation Angle
2015-12-23 07:00:00,8,Error Code 4: Invalid Rotation Angle
2015-12-23 17:00:00,8,Error Code 2: High Pressure
2015-12-24 07:00:00,8,Error Code 4: Invalid Rotation Angle
2015-12-30 21:00:00,8,Error Code 4: Invalid Rotation Angle
2016-01-01 05:00:00,8,Error Code 3: Excessive Vibration
2015-01-04 04:00:00,9,Error Code 4: Invalid Rotation Angle
2015-01-05 20:00:00,9,Error Code 3: Excessive Vibration
2015-01-25 02:00:00,9,Error Code 1: Low Voltage
2015-02-18 20:00:00,9,Error Code 2: High Pressure
2015-03-03 06:00:00,9,Error Code 1: Low Voltage
2015-03-09 11:00:00,9,Error Code 1: Low Voltage
2015-03-22 08:00:00,9,Error Code 3: Excessive Vibration
2015-04-01 05:00:00,9,Error Code 4: Invalid Rotation Angle
2015-04-10 12:00:00,9,Error Code 5: Low Pressure
2015-04-29 04:00:00,9,Error Code 1: Low Voltage
2015-06-05 11:00:00,9,Error Code 2: High Pressure
2015-06-14 13:00:00,9,Error Code 4: Invalid Rotation Angle
2015-06-16 06:00:00,9,Error Code 2: High Pressure
2015-06-16 06:00:00,9,Error Code 3: Excessive Vibration
2015-06-17 23:00:00,9,Error Code 4: Invalid Rotation Angle
2015-06-19 13:00:00,9,Error Code 1: Low Voltage
2015-06-22 00:00:00,9,Error Code 4: Invalid Rotation Angle
2015-07-01 06:00:00,9,Error Code 1: Low Voltage
2015-07-16 06:00:00,9,Error Code 2: High Pressure
2015-07-16 06:00:00,9,Error Code 3: Excessive Vibration
2015-07-30 09:00:00,9,Error Code 3: Excessive Vibration
2015-08-08 08:00:00,9,Error Code 4: Invalid Rotation Angle
2015-08-16 05:00:00,9,Error Code 1: Low Voltage
2015-08-18 13:00:00,9,Error Code 4: Invalid Rotation Angle
2015-08-18 15:00:00,9,Error Code 1: Low Voltage
2015-08-30 06:00:00,9,Error Code 2: High Pressure
2015-08-30 06:00:00,9,Error Code 3: Excessive Vibration
2015-09-14 06:00:00,9,Error Code 1: Low Voltage
2015-10-12 01:00:00,9,Error Code 2: High Pressure
2015-10-14 06:00:00,9,Error Code 2: High Pressure
2015-10-14 06:00:00,9,Error Code 3: Excessive Vibration
2015-11-13 06:00:00,9,Error Code 1: Low Voltage
2015-11-19 04:00:00,9,Error Code 3: Excessive Vibration
2015-11-22 14:00:00,9,Error Code 3: Excessive Vibration
2015-11-24 14:00:00,9,Error Code 3: Excessive Vibration
2015-12-01 03:00:00,9,Error Code 2: High Pressure
2015-12-13 06:00:00,9,Error Code 2: High Pressure
2015-12-13 06:00:00,9,Error Code 3: Excessive Vibration
2015-12-13 07:00:00,9,Error Code 4: Invalid Rotation Angle
2015-12-27 10:00:00,9,Error Code 2: High Pressure
2015-01-01 20:00:00,10,Error Code 1: Low Voltage
2015-01-06 04:00:00,10,Error Code 3: Excessive Vibration
2015-01-18 06:00:00,10,Error Code 2: High Pressure
2015-01-18 06:00:00,10,Error Code 3: Excessive Vibration
2015-01-22 05:00:00,10,Error Code 1: Low Voltage
2015-01-29 03:00:00,10,Error Code 4: Invalid Rotation Angle
2015-02-10 00:00:00,10,Error Code 1: Low Voltage
2015-02-11 03:00:00,10,Error Code 1: Low Voltage
2015-02-12 23:00:00,10,Error Code 5: Low Pressure
2015-02-13 10:00:00,10,Error Code 3: Excessive Vibration
2015-03-04 00:00:00,10,Error Code 2: High Pressure
2015-03-05 15:00:00,10,Error Code 3: Excessive Vibration
2015-03-18 11:00:00,10,Error Code 1: Low Voltage
2015-03-21 14:00:00,10,Error Code 4: Invalid Rotation Angle
2015-03-26 08:00:00,10,Error Code 1: Low Voltage
2015-04-03 06:00:00,10,Error Code 2: High Pressure
2015-04-03 06:00:00,10,Error Code 3: Excessive Vibration
2015-04-06 05:00:00,10,Error Code 2: High Pressure
2015-04-14 00:00:00,10,Error Code 3: Excessive Vibration
2015-04-14 09:00:00,10,Error Code 1: Low Voltage
2015-05-18 06:00:00,10,Error Code 2: High Pressure
2015-05-18 06:00:00,10,Error Code 3: Excessive Vibration
2015-05-31 03:00:00,10,Error Code 1: Low Voltage
2015-06-02 06:00:00,10,Error Code 1: Low Voltage
2015-06-12 12:00:00,10,Error Code 4: Invalid Rotation Angle
2015-06-16 06:00:00,10,Error Code 1: Low Voltage
2015-06-17 06:00:00,10,Error Code 2: High Pressure
2015-06-17 06:00:00,10,Error Code 3: Excessive Vibration
2015-07-01 14:00:00,10,Error Code 3: Excessive Vibration
2015-07-25 16:00:00,10,Error Code 3: Excessive Vibration
2015-07-29 04:00:00,10,Error Code 5: Low Pressure
2015-08-06 07:00:00,10,Error Code 2: High Pressure
2015-08-10 04:00:00,10,Error Code 3: Excessive Vibration
2015-08-17 08:00:00,10,Error Code 4: Invalid Rotation Angle
2015-09-10 11:00:00,10,Error Code 1: Low Voltage
2015-09-14 17:00:00,10,Error Code 1: Low Voltage
2015-09-18 05:00:00,10,Error Code 1: Low Voltage
2015-10-05 00:00:00,10,Error Code 1: Low Voltage
2015-10-27 13:00:00,10,Error Code 3: Excessive Vibration
2015-10-31 18:00:00,10,Error Code 1: Low Voltage
2015-11-09 17:00:00,10,Error Code 1: Low Voltage
2015-11-21 06:00:00,10,Error Code 3: Excessive Vibration
2015-12-08 21:00:00,10,Error Code 2: High Pressure
2015-12-17 09:00:00,10,Error Code 1: Low Voltage
2015-12-23 13:00:00,10,Error Code 2: High Pressure
2015-01-19 06:00:00,11,Error Code 2: High Pressure
2015-01-19 06:00:00,11,Error Code 3: Excessive Vibration
2015-02-15 01:00:00,11,Error Code 4: Invalid Rotation Angle
2015-02-18 06:00:00,11,Error Code 4: Invalid Rotation Angle
2015-02-26 23:00:00,11,Error Code 4: Invalid Rotation Angle
2015-03-20 07:00:00,11,Error Code 3: Excessive Vibration
2015-04-08 02:00:00,11,Error Code 1: Low Voltage
2015-04-12 12:00:00,11,Error Code 3: Excessive Vibration
2015-04-15 02:00:00,11,Error Code 1: Low Voltage
2015-04-19 06:00:00,11,Error Code 2: High Pressure
2015-04-19 06:00:00,11,Error Code 3: Excessive Vibration
2015-04-19 06:00:00,11,Error Code 4: Invalid Rotation Angle
2015-05-10 22:00:00,11,Error Code 4: Invalid Rotation Angle
2015-05-25 23:00:00,11,Error Code 1: Low Voltage
2015-06-08 08:00:00,11,Error Code 3: Excessive Vibration
2015-06-16 08:00:00,11,Error Code 1: Low Voltage
2015-06-17 02:00:00,11,Error Code 2: High Pressure
2015-06-21 13:00:00,11,Error Code 4: Invalid Rotation Angle
2015-07-15 00:00:00,11,Error Code 2: High Pressure
2015-07-18 07:00:00,11,Error Code 2: High Pressure
2015-08-20 14:00:00,11,Error Code 3: Excessive Vibration
2015-08-25 22:00:00,11,Error Code 2: High Pressure
2015-08-26 16:00:00,11,Error Code 4: Invalid Rotation Angle
2015-09-04 13:00:00,11,Error Code 4: Invalid Rotation Angle
2015-09-13 04:00:00,11,Error Code 1: Low Voltage
2015-09-29 17:00:00,11,Error Code 4: Invalid Rotation Angle
2015-10-01 06:00:00,11,Error Code 4: Invalid Rotation Angle
2015-10-08 01:00:00,11,Error Code 3: Excessive Vibration
2015-10-11 07:00:00,11,Error Code 1: Low Voltage
2015-10-20 16:00:00,11,Error Code 1: Low Voltage
2015-11-02 13:00:00,11,Error Code 4: Invalid Rotation Angle
2015-11-03 17:00:00,11,Error Code 2: High Pressure
2015-11-08 08:00:00,11,Error Code 3: Excessive Vibration
2015-11-14 09:00:00,11,Error Code 2: High Pressure
2015-12-04 01:00:00,11,Error Code 2: High Pressure
2015-12-11 10:00:00,11,Error Code 2: High Pressure
2015-12-15 06:00:00,11,Error Code 4: Invalid Rotation Angle
2015-12-15 21:00:00,11,Error Code 2: High Pressure
2015-12-17 03:00:00,11,Error Code 3: Excessive Vibration
2015-01-06 06:00:00,12,Error Code 1: Low Voltage
2015-01-06 06:00:00,12,Error Code 2: High Pressure
2015-01-06 06:00:00,12,Error Code 3: Excessive Vibration
2015-01-16 20:00:00,12,Error Code 3: Excessive Vibration
2015-02-06 13:00:00,12,Error Code 2: High Pressure
2015-03-14 15:00:00,12,Error Code 2: High Pressure
2015-03-22 06:00:00,12,Error Code 2: High Pressure
2015-03-22 06:00:00,12,Error Code 3: Excessive Vibration
2015-04-03 05:00:00,12,Error Code 3: Excessive Vibration
2015-04-05 00:00:00,12,Error Code 4: Invalid Rotation Angle
2015-04-10 17:00:00,12,Error Code 2: High Pressure
2015-04-25 19:00:00,12,Error Code 3: Excessive Vibration
2015-04-26 05:00:00,12,Error Code 4: Invalid Rotation Angle
2015-05-04 03:00:00,12,Error Code 2: High Pressure
2015-05-14 10:00:00,12,Error Code 1: Low Voltage
2015-05-29 12:00:00,12,Error Code 2: High Pressure
2015-06-13 10:00:00,12,Error Code 3: Excessive Vibration
2015-06-28 19:00:00,12,Error Code 3: Excessive Vibration
2015-07-05 06:00:00,12,Error Code 1: Low Voltage
2015-07-15 02:00:00,12,Error Code 5: Low Pressure
2015-07-17 09:00:00,12,Error Code 2: High Pressure
2015-07-22 18:00:00,12,Error Code 5: Low Pressure
2015-08-05 05:00:00,12,Error Code 2: High Pressure
2015-08-16 17:00:00,12,Error Code 2: High Pressure
2015-08-28 20:00:00,12,Error Code 2: High Pressure
2015-09-03 06:00:00,12,Error Code 1: Low Voltage
2015-09-04 20:00:00,12,Error Code 2: High Pressure
2015-09-20 05:00:00,12,Error Code 4: Invalid Rotation Angle
2015-09-30 12:00:00,12,Error Code 1: Low Voltage
2015-10-01 15:00:00,12,Error Code 2: High Pressure
2015-10-03 00:00:00,12,Error Code 4: Invalid Rotation Angle
2015-10-03 06:00:00,12,Error Code 2: High Pressure
2015-10-03 06:00:00,12,Error Code 3: Excessive Vibration
2015-10-03 22:00:00,12,Error Code 2: High Pressure
2015-10-08 23:00:00,12,Error Code 1: Low Voltage
2015-10-09 22:00:00,12,Error Code 1: Low Voltage
2015-11-04 22:00:00,12,Error Code 1: Low Voltage
2015-11-05 05:00:00,12,Error Code 1: Low Voltage
2015-11-27 00:00:00,12,Error Code 3: Excessive Vibration
2015-11-28 23:00:00,12,Error Code 2: High Pressure
2015-12-12 16:00:00,12,Error Code 4: Invalid Rotation Angle
2015-01-10 04:00:00,13,Error Code 5: Low Pressure
2015-01-13 21:00:00,13,Error Code 3: Excessive Vibration
2015-01-26 09:00:00,13,Error Code 2: High Pressure
2015-01-27 07:00:00,13,Error Code 1: Low Voltage
2015-01-28 20:00:00,13,Error Code 1: Low Voltage
2015-02-10 20:00:00,13,Error Code 1: Low Voltage
2015-02-13 10:00:00,13,Error Code 4: Invalid Rotation Angle
2015-02-14 05:00:00,13,Error Code 2: High Pressure
2015-02-25 20:00:00,13,Error Code 3: Excessive Vibration
2015-03-10 18:00:00,13,Error Code 3: Excessive Vibration
2015-03-20 16:00:00,13,Error Code 3: Excessive Vibration
2015-04-06 23:00:00,13,Error Code 2: High Pressure
2015-04-10 06:00:00,13,Error Code 4: Invalid Rotation Angle
2015-04-10 06:00:00,13,Error Code 5: Low Pressure
2015-04-13 18:00:00,13,Error Code 4: Invalid Rotation Angle
2015-05-05 09:00:00,13,Error Code 4: Invalid Rotation Angle
2015-06-09 06:00:00,13,Error Code 4: Invalid Rotation Angle
2015-06-24 06:00:00,13,Error Code 5: Low Pressure
2015-07-09 06:00:00,13,Error Code 2: High Pressure
2015-07-09 06:00:00,13,Error Code 3: Excessive Vibration
2015-07-29 04:00:00,13,Error Code 3: Excessive Vibration
2015-08-04 18:00:00,13,Error Code 2: High Pressure
2015-08-08 06:00:00,13,Error Code 2: High Pressure
2015-08-08 06:00:00,13,Error Code 3: Excessive Vibration
2015-08-23 06:00:00,13,Error Code 1: Low Voltage
