category,subcategory,name,description,url,price,image
Apparel,Mens,MEN'S BEYOND YOGA TAKE IT EASY SHORTS,"Beyond Yoga Take It Easy shorts are total comfort whether you're lounging on the couch or out and about for the day.  Available in Darkest Night or Olive Heather.  

Product Details:

Elasticized waistband, relaxed fit
Two side hand pockets
One zippered back pocket
87% Polyester 13% Elastane
4-way stretch
7"" inseam",https://gear.nvidia.com/Mens-Beyond-Yoga-Take-It-Easy-Shorts-P755.aspx,88,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0618-0619-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,MEN'S BEYOND YOGA TAKE IT EASY PANT - DARKEST NIGHT,"Whether you are lounging at your home or out on the town on those casual weekends, the Beyond Yoga Take It Easy Pants are perfect.

Product Details:

Slim fit with slightly tapered legs
Elasticized waistband with internal drawcord closure
Two side hip pockets
One zippered back pocket
87% Polyester 13% Elastane",https://gear.nvidia.com/Mens-Beyond-Yoga-Take-It-Easy-Pant-Darkest-Night-P751.aspx,99,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0617-DNT.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,MEN'S LOGO TEE,"4.2 oz., 100% airlume combed and ringspun cotton
Retail fit
Unisex sizing
Shoulder taping
Sideseamed
Tear away label
Pre-shrunk",https://gear.nvidia.com/Mens-Logo-Tee-P729.aspx,22,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0596-97--98-0607-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,NEXT LEVEL ECO UNISEX TEE UNISEX,"5.6 oz./yd², 60/40 organic cotton/recycled poly RPET, 20 singles
Made of approximately 4 recycled RPET bottles per shirt
Melange color effect
1x1 baby rib-knit set-in collar
Unisex fit
Side seams
Tear away label",https://gear.nvidia.com/Next-Level-Eco-Unisex-Tee-Unisex-P715.aspx,22,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0582-83-84_Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,NVIDIA DUO-TONE LOGO UNISEX TEE,"4.2 oz., 100% airlume combed and ringspun cotton
Retail fit
Unisex sizing
Shoulder taping
Sideseamed
Tear away label
Pre-shrunk",https://gear.nvidia.com/NVIDIA-Duo-Tone-Logo-Unisex-Tee-P738.aspx,18,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0589-Group.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,UNISEX INSPIRE 365 TEE,"4.2 oz., 100% airlume combed and ringspun cotton
Retail fit
Unisex sizing
Shoulder taping
Sideseamed
Tear away label
Pre-shrunk",https://gear.nvidia.com/Unisex-Inspire-365-Tee-P737.aspx,18,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0610-EVG-Group.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,NORTH FACE MEN'S TREKKER JACKET,"Designed with baffles contoured to fit your body, this streamlined jacket offers lightweight, highly compressible synthetic insulation.
The Trekker jacket will keep you warmer regardless of the conditions.

Product Details: 

15D 33 g/m2 100% nylon with durable water-repellent (DWR) finish
Partially constructed from recycled fabrications
Interior left chest zippered pocket
Interior elastic cuffs
Secure-zip hand pockets
Stows in left hand pocket
Hem cinch-cord",https://gear.nvidia.com/North-Face-Mens-Trekker-Jacket-P650.aspx,229,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0514-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,MARINE LAYER CORBET FULL ZIP MEN'S,"We took the (dare we say) famous Corbet fabric and put it in a full zip jacket silhouette!

Product Details:

Black
68% Polyester, 16% Cotton, 16% Rayon
Signature Corbet Quilted Fabric
Standard fit
Wash cold, dry low
Made responsibly in China",https://gear.nvidia.com/Marine-Layer-Corbet-Full-Zip-Mens-P689.aspx,139,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0558-BLK_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,MARINE LAYER CORBET FULL ZIP VEST MEN'S,"We took the (dare we say) famous Corbet fabric and put it in a full zip vest silhouette!

68% Polyester, 16% Cotton, 16% Rayon
Signature Corbet Quilted Fabric
Standard fit
Wash cold, dry low
Made responsibly in China",https://gear.nvidia.com/Marine-Layer-Corbet-Full-Zip-Vest-Mens-P687.aspx,119,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0560-BLK_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,CHAMPION REVERSE WEAVE CREWNECK UNISEX,"12-ounce, 82/18 cotton/poly fleece
Reverse weave cross-grain cut resists shrinkage
1x1 rib knit neck, side panels, sleeve cuffs and hem
Embroidered Champion “C” logo at left cuff
Woven back neck label
Loose fit, runs large",https://gear.nvidia.com/Champion-Reverse-Weave-Crewneck-Unisex-P707.aspx,55,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0575-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,FLUX BONDED JACKET 2.0 MEN'S LIGHT HEATHER,"Take performance to the next level with this 2.0 Fleece Jacket. The modern fit and sleek look make this the ideal jacket for all. 

Product Details:

100% polyester microfleece
Coverstitch details throughout
Center front coil zipper with contrast teeth, semi-autolock slider and rubber pull
Active fit
Easy care",https://gear.nvidia.com/Flux-Bonded-Jacket-20-Mens-Light-Heather-P633.aspx,65,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0505-LGH_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,FULL ZIP NEURAL HOODIE UNISEX,"Stay comfortable and warm in this stylish hoodie. 

Product Details:

50/50 cotton/poly fleece 
NVIDIA pattern hood liner",https://gear.nvidia.com/Full-Zip-Neural-Hoodie-Unisex-P528.aspx,55,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0423-HTG_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,LONG SLEEVE PERFORMANCE SHIRT MEN'S,"This crew neck is the perfect shirt whether you are exercising or just lounging around. 

Product Details:

Stretchy and comfortable 90% polyester 10% spandex fabric
Decorative and functional reflective patterns on front & back
Moisture wicking, UPF 30",https://gear.nvidia.com/Long-Sleeve-Performance-Shirt-Mens-P371.aspx,35,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0218-BLK_Full_1.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,NIKE 2.0 POLO MEN'S,"100% polyester Dri-FIT fabric
Flat knit collar and three-button placket
Rolled-forward shoulder seams
Open hem sleeves and open hem
Contrast Swoosh logo is embroidered on the left sleeve",https://gear.nvidia.com/Nike-20-Polo-Mens-P645.aspx,40,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0523-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,COTTON TOUCH POLO MEN'S,"This polyester polo performs with the comfortable feel of cotton. Just right for the workday or after hours, this sophisticated style has subtle texture, manages moisture, keeps you fresher with odor-controlling technology and feels great against your skin. 

Product Details:

Made from 5.8 oz. 95/5 poly/spandex jersey
Self-fabric collar
Tag-free label
3-button placket",https://gear.nvidia.com/Cotton-Touch-Polo-Mens-P340.aspx,25,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0228-BLK_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,AUTONOMOUS TIME TRAVELER TEE UNISEX,"Retail fit
90% cotton/10% poly
Machine wash
Imported",https://gear.nvidia.com/Autonomous-Time-Traveler-Tee-Unisex-P664.aspx,22,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0542-BLK_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,GEFORCE LOGO HIGH DENSITY TEE UNISEX,"Heather Black & Athletic Heather: 90% airlume combed and ring-spun cotton, 10% polyester
Stone: 52% airlume combed and ringspun cotton, 48% polyester
Retail fit
Tear-away label
Side seamed
Shoulder taping",https://gear.nvidia.com/GeForce-Logo-High-Density-Tee-Unisex-P682.aspx,18,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0551-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,GEFORCE TRIANGULATION TEE UNISEX,"90/10 airlume combed and ring spun cotton/polyester
Retail fit
Tear-away label
Side seamed
Shoulder taping",https://gear.nvidia.com/GeForce-Triangulation-Tee-Unisex-P694.aspx,16,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0552-BKH_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,GEFORCE ABSTRACTION TEE UNISEX,"Retail fit
90% cotton/10% poly
Machine wash
Imported",https://gear.nvidia.com/GEFORCE-Abstraction-Tee-Unisex--P598.aspx,16,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0480-BKH_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,WIREFRAME EYE GRAPHIC TEE UNISEX,"100% airlume combed and ring spun cotton
Retail fit
Tear-away label
Side seamed
Shoulder taping",https://gear.nvidia.com/Wireframe-Eye-Graphic-Tee-Unisex-P640.aspx,16,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0517-BLK_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,HEROES OF NVIDIA 3.0 UNISEX TEE,"Represent the bright minds known as the Heroes of NVIDIA with this tee. 

Product Details:

100% cotton jersey
Fine rib trim at neck
Straight fit, hits at the hip
Machine wash
Imported",https://gear.nvidia.com/Heroes-of-NVIDIA-30-Unisex-Tee-P601.aspx,20,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0465-ASP_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,I AM AI TEE MEN'S,"Express your love for AI with this signature style, premium fitted, short sleeve, super soft crew tee. 

Product Details:

100% cotton jersey
Fine rib trim at neck
Straight fit, hits at the hip
Machine wash
Imported",https://gear.nvidia.com/I-Am-AI-Tee-Mens--P360.aspx,16,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0240_GROUP_new.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,MEN'S LULULEMON ABC JOGGER,"Everyday performance featuring shape retention, quick-drying, four-way stretch, breathable and wrinkle-resistant. 

Product Details:

Intended to sit just above ankle for 30"" inseam
Designed to sit 2-3 inches below your natural waist, it is recommend to measure your waist and adding an inch
Streamlined fit that gives glutes and thighs breathing room, then tapers to hem
Feels smooth, falls softly away from body
Wear the drawcord out or hide it inside for a flat waistband
Hidden media and coin pockets
Secure back pocket",https://gear.nvidia.com/Mens-Lululemon-ABC-Jogger-P638.aspx,115,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0509-BLK-1_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,NVIDIA TWILL HAT - SAGE,"Low profile six panel unstructured cap
Standard pre-curved visor
Washed chino twill
Fabric strap with antique brass sliding buckle",https://gear.nvidia.com/NVIDIA-Twill-Hat-Sage-P708.aspx,18.5,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0548-SAG-Front_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,"12"" MARLED KNIT CUFF BEANIE","12"" Marled Beanie with Cuff or Slouch, Regular Gauge Knit (100% Acrylic), Stretch to Fit",https://gear.nvidia.com/12-Marled-Knit-Cuff-Beanie-P639.aspx,10,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV000-0516-BGY_full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,NVIDIA GREEN LABEL BEANIE,"Premium tri-blend (rayong/polyester/nylon) knit cap with cuff
Ultra-soft ribbing throughout",https://gear.nvidia.com/NVIDIA-Green-Label-Beanie-P702.aspx,25,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0554-DGH_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,NVIDIA GEFORCE HAT,"Light weight brushed cotton twill
Polysnap closure
Adjustable
Structured",https://gear.nvidia.com/NVIDIA-GEFORCE-Hat-P652.aspx,9.5,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0533-BLK-Front_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,NVIDIA CORDUROY HAT,"100% cotton corduroy
6-panel
Unstructured
Low-profile",https://gear.nvidia.com/NVIDIA-Corduroy-Hat-P673.aspx,18,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0547-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,ANKLE SOCK UNISEX,"80% cotton/15% nylon/5% spandex
Sizing: Men's 9 - 11",https://gear.nvidia.com/Ankle-Sock-Unisex-P531.aspx,12,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0420-BLK_Thumb.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,NVIDIA ATHLETIC CREW SOCKS,"Cotton athletic socks with compression knitting and cushion, ribbed upper.  Black socks with NVIDIA logo vertically on both sides.  

75% Cotton/21% Nylon/4% Lycra
One size fits most (Womens shoe size 6-11 / Mens show size 7-12)",https://gear.nvidia.com/NVIDIA-Athletic-Crew-Socks-P771.aspx,16,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0578-0645-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Mens,NVIDIA LIGHTWEIGHT HOODIE,"78 oz., 52% Airlume combed and ring spun cotton, 48% polyester fleece
White cord drawstring
Retail fit
Kangaroo pockets
Ribbed cuffs and waistband",https://gear.nvidia.com/NVIDIA-Lightweight-Hoodie-P775.aspx,40,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0630-0631-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Kids,YOUTH LOGO TEE,"4.2 oz., 100% airlume combed, ringspun cotton
Retail fit
Unisex youth sizing
Sideseamed
Tear away label
Pre-shrunk",https://gear.nvidia.com/Youth-Logo-Tee-P727.aspx,22,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0603-5-Group_Full.jpg&maintainAspectRatio=true&width=800
Lifestyle,Lifestyle,PORTABLE FOLDING CHAIR,"Outdoor portable folding chair is great for amphitheaters, beaches, and concerts.  Strong and durable construction with cradle-style seat.

Product Details:

Steel frame
Includes mesh gear pouch
Capacity:  300 lbs
Chair Dimensions:  26.5""h x 26""w x 18""d
Seat is 12.5"" off the ground",https://gear.nvidia.com/Portable-Folding-Chair-P745.aspx,60,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0613-BLK-Back_Full.jpg&maintainAspectRatio=true&width=800
Lifestyle,Lifestyle,TITLEIST® PRO V1® HALF DOZEN GOLF BALLS,"Go for the green! The top selling golf ball in the industry combines soft, fast core; spin control ionomer casing; and a soft, thin urethane elastomer cover with 392 dimples in staggered wave parting line; AIM sidestamp. Assembled in USA. Three balls per sleeve; two sleeves per box.",https://gear.nvidia.com/Titleist-Pro-V1-Half-Dozen-Golf-Balls-P306.aspx,45,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0177-WHT.jpg&maintainAspectRatio=true&width=800
Lifestyle,Lifestyle,LAPEL PIN,"Stylish and sleek custom NVIDIA lapel pin.

Product Details:

Actual size approx. 3/4"" wide
Includes military clutch attachment",https://gear.nvidia.com/Lapel-Pin-P353.aspx,2,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0227-BLK_Full.jpg&maintainAspectRatio=true&width=800
Lifestyle,Lifestyle,GEFORCE 40-SERIES ALUMINUM COASTER,"A custom-engraved drink coaster made from a solid piece of aluminum with a cork backing.  Durable and long-lasting.  Laser engraved design.

Product Details: 

Material: Black Aluminum",https://gear.nvidia.com/GeForce-40-series-Aluminum-Coaster-P699.aspx,15,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fScreenshot_2023-05-30_094056.jpg&maintainAspectRatio=true&width=800
Lifestyle,Lifestyle,S'WELL 16OZ PET BOWL,"This 16 oz S’well Dog Bowl is perfect for keeping food-loving, water-gulping four-legged friends fed and hydrated in style!  Engraved logo. 

S'well's timeless designs and durable, double-walled construction making it ideal for food and water.
Non-slip bottom and wide stance for improved stability.
BPA/BPS-free and reusable.
Dishwasher safe.
Approx. 5.35""D x 2.40""H x 5.35""W",https://gear.nvidia.com/Swell-16oz-Pet-Bowl-P724.aspx,35,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0595-BLK_Full.jpg&maintainAspectRatio=true&width=800
Lifestyle,Lifestyle,NVIDIA ICONOGRAPHY BANDANA,"2-ply folded triangular bandana
31.0"" W x 18.5"" H
100% spun polyester",https://gear.nvidia.com/NVIDIA-Iconography-Bandana-P698.aspx,11,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0561-WHT_Full.jpg&maintainAspectRatio=true&width=800
Lifestyle,Lifestyle,CLUBMAN SUNGLASSES,"Vintage design sunglasses fully customized for NVIDIA
Custom pouch
Metallic lenses
UV400 
Glossy finish",https://gear.nvidia.com/Clubman-Sunglasses-P605.aspx,12,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0488-BLK-2_Full.jpg&maintainAspectRatio=true&width=800
